url,favs_lognorm
https://habrahabr.ru/post/314080/,0.4344084355947081
https://habrahabr.ru/company/plesk/blog/313732/,-1.0926102791439583
https://habrahabr.ru/company/etagi/blog/314000/,0.6553641189399612
https://habrahabr.ru/company/knopka/blog/314030/,0.5188040036110988
https://geektimes.ru/company/audiomania/blog/282058/,1.1503517299671806
https://habrahabr.ru/company/pechkin/blog/314066/,0.27904349136768397
https://habrahabr.ru/company/first/blog/314106/,0.5381235128580201
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23306015712032477
https://habrahabr.ru/post/314108/,1.6594057203402959
https://habrahabr.ru/company/cbs/blog/313830/,0.23726851562359955
https://habrahabr.ru/company/jugru/blog/313908/,0.22605127808664385
https://habrahabr.ru/post/314110/,0.3632590238447862
https://habrahabr.ru/company/pt/blog/314112/,0.021705603664944173
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07513725319945272
https://habrahabr.ru/post/314114/,0.7996469045642751
https://habrahabr.ru/post/314118/,1.312790107456884
https://habrahabr.ru/post/314122/,0.5278077793274081
https://geektimes.ru/company/dadget/blog/281786/,0.12132582701160133
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4462421115987215
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11242821237714878
https://habrahabr.ru/company/1cloud/blog/314022/,-0.245127931468183
https://habrahabr.ru/post/314126/,-0.6488504551724896
https://habrahabr.ru/post/313966/,0.4367953595392333
https://habrahabr.ru/company/piter/blog/314120/,0.46072359172891586
https://geektimes.ru/post/282094/,0.14723980364909087
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3321183675178241
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3653144896811037
https://habrahabr.ru/post/314028/,0.6589077507837579
https://habrahabr.ru/post/314136/,-0.1654244362380053
https://habrahabr.ru/post/313904/,0.30032062357788414
https://habrahabr.ru/post/314140/,0.5792190068211565
https://habrahabr.ru/company/acronis/blog/309688/,-0.009675078423092232
https://geektimes.ru/post/282096/,-0.4108108979645603
https://habrahabr.ru/post/314142/,0.06568137307573782
https://habrahabr.ru/company/ivideon/blog/314138/,0.19729999563760914
https://geektimes.ru/post/282104/,0.332235813815333
https://geektimes.ru/post/282102/,-0.29655045857399365
https://geektimes.ru/post/282016/,-0.07223362429908575
https://geektimes.ru/company/piter/blog/282106/,0.322830317509546
https://habrahabr.ru/post/314150/,0.284495133687777
https://habrahabr.ru/company/mailru/blog/313880/,1.2641819636899876
https://geektimes.ru/company/comfortway/blog/282108/,-0.09938988985979619
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.17843395920344884
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.30649944652019995
https://habrahabr.ru/company/npl/blog/314160/,0.09025818960304435
https://habrahabr.ru/company/edison/blog/314094/,-0.22033750028772203
https://geektimes.ru/post/282112/,-0.5144708548986093
https://habrahabr.ru/company/ruvds/blog/314166/,0.42866524592457433
https://geektimes.ru/company/gearbest/blog/282114/,0.05566984908116973
https://habrahabr.ru/post/314172/,0.8829715901425063
https://geektimes.ru/post/282116/,0.47206133624227187
https://geektimes.ru/company/intel/blog/282026/,0.20372976465358622
https://habrahabr.ru/post/313776/,1.7741078831946995
https://habrahabr.ru/post/314174/,0.23792948338505318
https://geektimes.ru/post/282118/,1.095679244570435
https://geektimes.ru/post/282122/,0.5811583638144017
